supplier_id,supplier_name,supplier_region,supplier_rating,supplier_type,contract_value,onboarding_date,contact_email
30,Lee Key,Europe,4.97,Manufacturer,26209.41,1971-12-03,robertsmith@example.org
31,David Deleon,Middle East,3.73,Wholesaler,21609.95,1971-12-13,bill05@example.org
32,Jerry Moss,Africa,1.22,Manufacturer,13241.15,2005-09-30,wmiller@example.net
33,Martha Chen,Europe,2.69,Wholesaler,43375.15,2019-08-21,ortegameghan@example.org
34,Renee Chaney,Africa,1.16,Manufacturer,46548.76,2012-08-31,farleyjames@example.net
35,Margaret Murphy,Middle East,3.03,Supplier,19221.29,1985-08-07,fuentesscott@example.net
36,Robert Nichols,Asia,2.61,Supplier,40738.76,2014-10-26,gwendolyn91@example.org
37,Madeline Wright,Asia,1.85,Supplier,46221.93,1987-10-18,josephorozco@example.com
38,Alexander Jones,North America,1.13,Supplier,28575.12,2000-05-14,nicolehill@example.net
39,Cody Collins,Asia,2.29,Distributor,44730.43,2005-02-26,douglas48@example.org
40,Chris Perez,Africa,4.14,Distributor,39832.96,1991-04-23,ebruce@example.org
41,Charles Adams,Asia,2.94,Distributor,26295.47,1999-12-04,jonesnathan@example.org
42,James Sanchez,Asia,2.0,Distributor,12064.57,1972-11-26,zhayes@example.org
43,James Taylor,North America,3.21,Distributor,44854.44,2021-10-31,zthomas@example.org
44,James Simon,North America,3.84,Distributor,33537.63,1988-03-09,williamsrebekah@example.com
45,David Miller,Africa,3.51,Supplier,27319.37,2022-07-29,jonathan10@example.net
46,Debbie Smith,Middle East,3.18,Supplier,38342.2,1991-07-12,sloanrobert@example.com
47,Darlene Small,Africa,1.22,Distributor,48721.19,1993-12-14,hardytina@example.com
48,Carolyn Santana,Europe,4.06,Wholesaler,29960.94,1991-01-09,bautistaandrea@example.com
49,Terri Bruce,North America,4.55,Distributor,13622.44,2005-06-03,john44@example.net
50,Philip Williams,Middle East,3.72,Manufacturer,34742.95,1990-11-02,bpotter@example.net
51,Jon Turner,Middle East,1.47,Manufacturer,14172.91,2016-01-25,tiffany75@example.net
52,Molly Wilkinson,North America,1.64,Wholesaler,22854.41,1997-11-05,wattssandra@example.org
53,David Juarez,North America,2.32,Distributor,33162.41,1976-09-16,brenda45@example.org
54,Scott Byrd,Asia,2.91,Manufacturer,19400.24,1974-04-14,jacksonjoshua@example.net
55,Kendra Graham,Africa,3.83,Distributor,11977.96,2000-07-13,estradaantonio@example.org
56,Aaron Kirk,Europe,4.9,Supplier,13520.89,1988-05-30,marycantrell@example.com
57,Kevin Hall,Middle East,1.86,Manufacturer,19735.34,2026-04-27,jmoore@example.net
58,Patricia Vasquez,Middle East,1.39,Wholesaler,22310.64,1991-03-29,cristianthomas@example.org
59,Kelsey Kaufman,Asia,2.53,Distributor,36212.55,2004-03-17,qknapp@example.com
60,Robin Hull,Africa,3.76,Supplier,26330.12,1982-11-06,rodriguezlaura@example.net
61,Jerry Turner,Middle East,4.99,Manufacturer,28586.07,2003-06-27,pamelagomez@example.net
62,Linda Davis,Asia,3.05,Manufacturer,24572.88,2020-10-25,katherine69@example.net
63,Matthew Bass,Europe,2.07,Manufacturer,11043.14,1986-01-20,morganjeremy@example.com
64,Jennifer Waters,Africa,4.96,Wholesaler,10127.24,2020-07-10,james63@example.net
65,Jacob Curtis,Europe,4.87,Manufacturer,20739.44,1983-11-13,hilljohn@example.com
66,Judith Brown,Africa,1.27,Manufacturer,31090.82,2004-01-13,nicholasolson@example.net
67,Michelle Simpson,North America,4.55,Manufacturer,17327.58,2023-11-24,zgreene@example.org
68,David Torres,Middle East,2.78,Distributor,22736.34,1980-06-18,nelsonallison@example.com
69,Brandon Maddox,Africa,3.42,Wholesaler,29491.39,1975-03-27,victoriayoung@example.com
70,Larry Ortiz,Middle East,4.54,Supplier,37490.43,1985-12-19,ilawson@example.com
71,Robert Freeman,Europe,2.38,Distributor,34138.26,1991-06-09,daisy52@example.com
72,Mary Castillo,Africa,3.43,Manufacturer,39495.49,1988-10-04,audreycasey@example.com
73,Mark Owen,North America,4.71,Wholesaler,47261.18,2017-03-24,timothy57@example.org
74,Paul Mayer,Africa,2.43,Distributor,12860.4,2000-12-11,zachary00@example.com
75,John Ball,Europe,4.99,Wholesaler,30489.7,2026-03-27,lrodriguez@example.com
76,Scott Friedman,Middle East,1.11,Wholesaler,29264.86,2016-05-02,michael43@example.com
77,Kenneth Garcia,Africa,3.17,Distributor,13448.23,1973-07-20,wheath@example.org
78,Catherine Pham,Middle East,2.86,Manufacturer,22178.4,1974-08-21,taylorjose@example.org
79,Willie Quinn,North America,2.49,Manufacturer,15107.62,1990-10-17,nicholashogan@example.net
80,Katherine Flores,Europe,1.62,Wholesaler,47645.91,2016-12-01,christopher09@example.com
81,Craig Ortiz,Europe,1.39,Distributor,49634.07,1988-08-17,brian87@example.com
82,Bruce Walker PhD,North America,4.08,Manufacturer,42839.29,1999-06-13,framirez@example.org
83,Eric Thomas,North America,1.07,Manufacturer,38047.66,2017-12-13,zrussell@example.org
84,Timothy Montes,Asia,4.87,Wholesaler,38110.59,1986-12-22,kendra28@example.net
85,Jessica Vasquez,Middle East,2.89,Manufacturer,26422.52,2009-03-16,annettesutton@example.net
86,Jonathan Boone,Middle East,3.4,Manufacturer,11610.96,2026-05-16,qhorton@example.com
87,Mr. Kevin Rivera,Africa,1.77,Supplier,36627.66,1982-12-31,michael93@example.net
88,David Ramirez,North America,4.89,Manufacturer,37046.0,1991-07-29,wmckay@example.net
89,Joshua Bates,Africa,2.49,Distributor,37365.67,1994-04-27,daniel09@example.com
90,Manuel Andrews,Europe,3.42,Manufacturer,46382.25,2019-09-15,jasonortiz@example.com
91,Catherine Schmidt,Europe,1.93,Supplier,38150.4,2007-07-24,heidigriffin@example.com
92,Joshua Owens,Africa,3.7,Wholesaler,42926.09,2022-08-04,shawna93@example.org
93,Michael Johnson,Middle East,2.32,Supplier,28976.02,2019-09-03,ygillespie@example.com
94,Elizabeth Kennedy,Europe,3.88,Wholesaler,18273.53,1995-11-03,welchjennifer@example.org
95,Michele Allen,Europe,1.8,Wholesaler,10720.63,1991-01-25,ffloyd@example.net
96,Amy Baker,Asia,4.22,Supplier,48333.33,1973-04-29,whitney89@example.org
97,Marcus Brown Jr.,Middle East,2.18,Distributor,26344.74,2003-04-10,danielle26@example.com
98,Mary Carey,Asia,2.19,Wholesaler,40154.74,2006-06-21,wardjoshua@example.net
99,Christopher Walker,Middle East,4.32,Supplier,39486.76,2007-05-04,nicholaswiley@example.org
100,Jesus Phillips,Middle East,1.32,Distributor,12789.89,2014-04-01,collinsbrenda@example.org
101,Erin Wallace,Middle East,1.26,Distributor,20118.67,1992-09-16,jacquelinegates@example.net
102,Norman Huber,North America,2.91,Distributor,46702.72,2000-12-19,deannahenry@example.net
103,Miranda Gonzalez,Asia,1.02,Supplier,37566.18,1989-08-29,meghan95@example.net
104,Brooke Schmidt,North America,3.97,Wholesaler,26974.1,2020-01-21,michael68@example.org
105,Mr. Ronnie Bolton,Europe,2.64,Distributor,40341.75,1983-01-15,michelle29@example.org
106,Mark Larson,Europe,1.22,Wholesaler,33954.25,1976-08-05,brandonporter@example.com
107,Brittany Lopez,Africa,2.78,Supplier,23938.49,1972-11-30,stevenwebb@example.com
108,Gabriella Crosby,North America,1.21,Wholesaler,13826.55,1994-10-08,marc77@example.net
109,William Robertson,Middle East,3.18,Distributor,37348.2,1993-10-24,alexander97@example.net
110,Stephen Hays,Europe,1.17,Supplier,41395.56,1985-02-21,seancurtis@example.net
111,Elizabeth Dean,Asia,1.84,Supplier,42961.38,1985-05-30,hawkinsashley@example.com
112,Robert Delacruz,Asia,1.3,Manufacturer,22032.12,1997-07-12,christopher38@example.org
113,Julie Hansen,North America,1.37,Manufacturer,47380.85,2005-05-17,sferguson@example.org
114,Justin Hubbard,Africa,3.27,Supplier,40650.95,1983-04-13,scottkurt@example.org
115,Elizabeth Casey,Europe,4.48,Supplier,11103.87,2006-05-02,morrischristopher@example.com
116,Vernon Washington,Middle East,3.08,Supplier,48949.21,1982-04-23,daniellee@example.org
117,Mark Williams,Europe,4.73,Supplier,39924.61,1979-12-16,justinturner@example.net
118,Mrs. Heather Smith,Europe,1.43,Wholesaler,11172.98,1985-11-26,brooke01@example.net
119,David Wu,Middle East,3.82,Manufacturer,43368.92,1980-04-05,rodriguezmelissa@example.net
120,Robin Webb,Africa,2.85,Distributor,29750.91,1980-01-20,campbelljasmine@example.com
121,Justin Wagner,Europe,2.37,Distributor,11256.26,2012-08-09,melissasims@example.org
122,Susan Rodriguez,Middle East,1.76,Manufacturer,12142.97,2006-01-26,rodriguezjuan@example.org
123,Debra Larsen DDS,North America,2.28,Wholesaler,20255.89,2010-10-07,uclark@example.net
124,Gloria Johnston,Africa,3.64,Manufacturer,25400.58,1988-06-10,christopherlopez@example.org
125,Lee Dunn,Asia,1.39,Manufacturer,19172.55,1975-08-23,poncestephen@example.net
126,Margaret Kelley,Middle East,2.4,Supplier,18868.44,1981-12-16,alicewilliams@example.org
127,Adriana Bell,Asia,4.21,Supplier,23667.19,1988-11-06,yle@example.net
128,Daniel Hess,Asia,3.94,Distributor,37749.42,2001-05-09,skinnergail@example.com
129,Hayley Wilcox,Africa,4.88,Supplier,48298.72,2001-10-02,amanda58@example.com
130,Gary Cortez,Europe,4.39,Distributor,23029.09,2001-01-24,tylerwest@example.net
131,Robert Kelley,North America,3.86,Wholesaler,34524.59,2017-02-09,monicaharding@example.org
132,Miss Victoria Chan,Africa,2.12,Manufacturer,17527.8,2022-09-14,alejandro85@example.com
133,Maria Smith,Asia,3.9,Supplier,20147.24,1998-10-14,heather61@example.com
134,Jaclyn Hampton,North America,1.71,Manufacturer,29604.45,1976-09-30,joshua51@example.org
135,Derrick Wilson,Middle East,3.69,Distributor,26478.84,1998-04-21,dianajackson@example.net
136,Rachel Hale,Africa,2.89,Distributor,14227.97,1984-10-09,xreese@example.com
137,Jason Hines,Africa,2.57,Distributor,32802.55,1982-12-29,ramirezchristopher@example.net
138,Deborah Morales,Africa,2.45,Manufacturer,46702.05,2011-09-08,lmeyer@example.net
139,Lori Phillips,Europe,4.64,Supplier,47110.51,1986-02-21,angelicaedwards@example.org
140,Chase Evans,Middle East,2.73,Distributor,37809.19,1997-09-16,amberdurham@example.com
141,Alyssa Ortega,Africa,4.06,Distributor,21712.63,1995-09-03,curtis60@example.org
142,Anna Fisher,North America,4.15,Supplier,19952.2,2013-06-14,victoria94@example.net
143,Kelly Ho,Middle East,1.85,Supplier,10979.38,2018-05-25,kathyduarte@example.net
144,James Figueroa,Europe,1.49,Distributor,49322.16,1998-07-15,stevensmith@example.com
145,Michael Copeland,Middle East,1.52,Supplier,23934.09,2011-09-26,ohoward@example.net
146,Logan Jones,Middle East,3.38,Supplier,32180.48,1986-09-06,tmurphy@example.net
147,Nancy Hayes,Africa,1.74,Wholesaler,24304.64,1993-02-06,brownjamie@example.net
148,Ann Walker,Asia,1.83,Supplier,34664.87,1976-02-17,garciaamanda@example.com
149,Victor Anderson,Europe,2.0,Distributor,18532.27,2018-12-05,meyerjade@example.net
150,Shari Anderson,Africa,4.88,Supplier,26118.74,1976-10-02,ashley34@example.net
151,Tasha Patterson,Europe,3.91,Distributor,23253.06,2021-05-29,ddawson@example.com
152,Melissa Gomez,Asia,4.23,Supplier,42841.33,2010-12-20,kennedybrenda@example.com
153,Juan Williams,Europe,4.4,Supplier,31179.92,1986-11-18,tinahoward@example.net
154,Kevin Riley,North America,4.38,Wholesaler,47069.85,1971-12-15,jessicajohnson@example.org
155,Andrew Rivera,Middle East,1.92,Wholesaler,37666.84,1983-04-22,kelly51@example.net
156,Robert Johnson,North America,3.68,Wholesaler,10116.09,2002-11-23,cpatel@example.com
157,Joshua Patterson,North America,3.94,Wholesaler,22770.23,1983-11-24,ksingleton@example.org
158,Joel Ross,Africa,4.96,Wholesaler,36894.84,1974-01-29,lvilla@example.org
159,Katherine Wallace,Middle East,1.35,Manufacturer,48769.03,1998-08-21,richard10@example.net
160,Sandy Clay,North America,3.82,Supplier,15826.51,2013-11-23,kevin00@example.org
161,Douglas Sanchez,Africa,3.73,Manufacturer,46322.04,1999-06-28,ashley90@example.org
162,Michelle Ellis,North America,3.72,Distributor,32476.75,2022-09-28,oskinner@example.org
163,Sarah Price,North America,4.19,Wholesaler,17260.61,1973-11-30,bjefferson@example.net
164,Steven Butler,Asia,4.09,Supplier,38738.08,1993-05-15,mcgeetara@example.org
165,Matthew Kim,North America,2.82,Distributor,28493.52,2010-05-19,bryanthomas@example.net
166,Steven Golden,Middle East,1.09,Distributor,11623.22,1970-02-26,alexander43@example.com
167,Robert Lee,Europe,3.68,Manufacturer,40799.9,1991-03-24,jwade@example.com
168,David Collins,Africa,3.61,Distributor,16404.55,1991-08-18,douglassheila@example.com
169,Meghan Herrera,Europe,2.49,Wholesaler,13646.04,2004-04-17,mccoytracey@example.net
170,Joshua Garcia,Asia,2.65,Distributor,40277.0,1986-08-10,aliciathornton@example.net
171,Andrew Smith,Middle East,4.53,Manufacturer,19640.09,1996-10-10,lewiseric@example.org
172,Brandon Richmond,Europe,2.92,Distributor,11193.18,1986-03-30,hburns@example.org
173,Kelsey White,Asia,3.78,Distributor,37713.63,2019-06-30,xbarrera@example.org
174,Brian Sparks,North America,1.61,Supplier,29850.02,1974-02-21,davidburns@example.com
175,Jill Sanchez,Africa,3.55,Supplier,21199.68,1988-06-05,monicastevens@example.com
176,Louis Parker,Middle East,3.2,Manufacturer,44921.06,1971-10-04,xpineda@example.net
177,Daniel Wilson,Africa,2.96,Supplier,43460.2,1983-08-15,christensencrystal@example.org
178,Sabrina Williams,Asia,3.76,Manufacturer,46938.75,1996-08-01,atkinsbrad@example.net
179,Russell Hopkins,North America,3.3,Manufacturer,39599.73,1981-07-24,gallegoscindy@example.org
180,Jessica Wilson,Africa,1.13,Supplier,32249.8,1985-01-14,smithjulie@example.org
181,Sarah Harris,Europe,3.18,Wholesaler,32390.6,2007-11-10,smithallison@example.org
182,Deborah Brown,North America,4.92,Supplier,39418.27,2013-04-07,bmerritt@example.org
183,Mr. Jeffrey Yang,North America,3.93,Wholesaler,12424.78,2015-09-14,tylerrusso@example.net
184,Gregory Davis,Asia,4.14,Manufacturer,49460.59,2022-08-03,joy93@example.net
185,Dominique Patrick,Africa,2.8,Supplier,36588.3,1981-01-28,christyduran@example.com
186,Dr. Taylor Hughes MD,Middle East,2.88,Distributor,40286.83,1992-04-20,bakerkevin@example.net
187,Stacey Mayer,North America,1.91,Wholesaler,18777.32,2022-10-02,josephsnow@example.org
188,Nancy Carrillo,Europe,2.8,Distributor,38519.14,1996-08-29,greenebrenda@example.com
189,Heather Hill,North America,4.68,Wholesaler,16771.52,1986-04-29,smedina@example.net
190,Stephanie Perez,Africa,2.68,Manufacturer,20310.57,1977-03-12,alexanderlewis@example.org
191,David Coleman,Africa,4.7,Wholesaler,29771.73,1991-04-07,kristen29@example.org
192,Rhonda Stewart,Asia,2.96,Wholesaler,35355.15,1982-09-22,terrypatricia@example.com
193,Daniel Clark,North America,3.92,Supplier,15938.68,2022-04-12,ashley37@example.com
194,Angela Clark,Middle East,1.14,Supplier,25872.57,2008-09-21,whiterobert@example.org
195,Dawn Sexton,North America,1.07,Distributor,11123.78,1994-08-27,ryan76@example.com
196,Veronica Valenzuela,Europe,2.42,Distributor,17394.95,2023-09-24,zimmermanchristopher@example.net
197,Susan Smith,North America,1.83,Supplier,28330.39,1997-08-08,brendan07@example.net
198,James Clark,Middle East,3.62,Distributor,29673.09,2023-09-18,audrey52@example.org
199,Sydney Mckee,North America,2.88,Wholesaler,20703.83,1989-09-02,marcushorton@example.com
200,Debra Knight,North America,2.53,Distributor,35467.54,2018-11-28,gutierrezjohn@example.com
201,Bradley Oliver Jr.,North America,1.12,Supplier,45122.48,2007-09-15,katelyn08@example.com
202,Caroline Stephens,Europe,2.3,Wholesaler,33720.77,2023-07-06,mitchellharrison@example.net
203,Mitchell Hoover,Europe,3.64,Wholesaler,35221.15,2000-04-30,ewilliams@example.org
204,Jim Allison,Middle East,3.92,Wholesaler,12563.28,1980-12-20,robinsonamy@example.org
205,Mark Cabrera,North America,1.7,Wholesaler,49522.81,2002-09-02,kingkelly@example.com
206,Yvette Davies,Africa,4.48,Distributor,37828.23,1991-09-20,katherine25@example.org
207,Mark Marshall,Middle East,3.72,Distributor,18957.36,1981-05-12,john03@example.net
208,John Young,Middle East,1.8,Supplier,46568.26,1994-05-30,bfox@example.com
209,Tiffany Guerrero,Asia,1.51,Manufacturer,32072.77,2026-03-24,rmiller@example.com
210,Pam Tucker,North America,1.09,Wholesaler,33030.3,1993-06-26,powerszachary@example.net
211,Rebecca Frank,North America,2.29,Wholesaler,42846.88,1990-06-04,gloriareynolds@example.com
212,Jennifer Jones,Europe,2.94,Supplier,19627.81,2022-07-13,destinyfreeman@example.org
213,Brandon Morrison,Europe,1.17,Wholesaler,41067.09,1970-06-15,ymontgomery@example.net
214,Christine Nguyen,Middle East,2.36,Wholesaler,35753.7,1980-06-19,kingjames@example.net
215,Steve Foley,Asia,1.85,Supplier,36162.12,2016-10-17,leahwilson@example.org
216,Henry Reynolds,Africa,1.43,Distributor,42543.04,1985-02-11,john79@example.net
217,Anthony Murphy,North America,3.64,Manufacturer,43956.42,1995-09-27,matthew74@example.com
218,Richard Nixon,Middle East,2.85,Manufacturer,12948.97,1986-05-22,bellamy@example.com
219,Dr. Mary Ortega,North America,1.37,Manufacturer,32091.65,2012-09-23,landrews@example.net
220,Michele Davis,Europe,3.98,Supplier,49720.09,1987-11-25,robertcastro@example.net
221,Thomas Mann,Asia,4.27,Wholesaler,31651.03,2018-08-11,rpatterson@example.net
222,Brenda Mullen,North America,3.12,Supplier,26604.52,2010-11-28,rthomas@example.net
223,Chelsea Williamson,Africa,2.5,Distributor,37994.01,2007-02-14,ryanmcdonald@example.com
224,Eric Mcclain,Europe,1.9,Supplier,17757.1,2013-07-20,kristinscott@example.com
225,Robert Morrison,Middle East,1.39,Distributor,31654.92,1992-01-04,greerkatherine@example.net
226,Francisco Mcneil,Africa,3.94,Distributor,18748.63,2003-05-18,maryalexander@example.com
227,Randall Johnson,Asia,4.38,Wholesaler,44751.2,1983-06-26,kimchristina@example.org
228,Sandra Larson,Europe,4.21,Manufacturer,35439.36,1988-05-27,jfarley@example.net
229,Cassandra Carpenter,North America,4.51,Distributor,26167.54,1977-04-23,hannahterry@example.com
230,Rebecca Allen,Europe,1.19,Wholesaler,33017.71,2023-01-30,zmorris@example.net
231,Ralph George,Middle East,1.66,Wholesaler,46093.5,1998-11-01,iestes@example.com
232,Crystal Schneider,Europe,2.45,Supplier,19705.1,1980-03-12,jmills@example.com
233,Anthony Holmes,Middle East,3.87,Supplier,37058.03,1989-03-27,yjohnson@example.net
234,James Davis,Middle East,3.71,Supplier,35023.7,1977-11-27,aalexander@example.net
235,Tricia Thompson,Middle East,2.97,Distributor,11050.56,2006-05-21,malexander@example.net
236,Donna Duran,Africa,2.78,Distributor,10898.41,2017-06-17,samuelsimmons@example.net
237,Natalie Martin,Middle East,3.57,Wholesaler,42410.99,1975-11-19,thomasdaugherty@example.net
238,Angela Glover,North America,1.35,Wholesaler,35412.5,2003-08-11,christina67@example.net
239,Evelyn Gonzalez,Africa,3.81,Distributor,24241.64,1971-02-12,riggsjennifer@example.org
240,Michael Wolf,North America,3.66,Distributor,34598.66,1978-05-02,etaylor@example.com
241,Christine Ross,North America,2.86,Manufacturer,21944.07,2004-08-28,rdorsey@example.org
242,Brittany Lopez,Africa,1.58,Wholesaler,14944.28,2006-12-04,npeterson@example.org
243,Natalie Lynch,Asia,3.59,Manufacturer,17630.28,1970-09-24,arthur82@example.com
244,Allison Rodriguez,Asia,3.1,Distributor,44127.13,1985-03-09,roseamy@example.org
245,Caitlin Ho,Africa,3.49,Supplier,16485.62,1984-02-06,jordanpatricia@example.net
246,Andrew King,Middle East,1.77,Manufacturer,40377.66,2023-01-22,michael43@example.com
247,Nancy Cobb,Europe,1.23,Wholesaler,16227.94,2020-09-17,carolyn13@example.net
248,Kathleen Weeks,Middle East,3.4,Manufacturer,18013.81,2019-03-18,davidbryant@example.com
249,Daniel Gibbs,Europe,2.82,Manufacturer,19048.1,1995-09-21,ramirezrachel@example.com
250,Taylor Smith,Africa,3.51,Wholesaler,47359.51,1975-03-18,myersrebecca@example.com
251,Lisa Herrera,Middle East,3.11,Manufacturer,40062.93,2018-02-14,kbond@example.net
252,Matthew Cruz,Africa,4.27,Wholesaler,21034.36,1997-12-05,sandrarose@example.net
253,Brian Blackwell MD,North America,1.95,Wholesaler,20346.12,1971-10-02,millernichole@example.com
254,Tammy Gibson,Asia,2.09,Distributor,47925.41,1996-12-29,erik56@example.com
255,Eric Hooper,Asia,2.83,Wholesaler,37871.54,1976-08-18,barbara40@example.com
256,Justin Long,Africa,2.87,Manufacturer,33349.91,2020-12-28,raymondsmith@example.com
257,Michelle Ward,Europe,4.06,Wholesaler,48578.35,1983-06-07,holdenjonathan@example.org
258,Stephen Garcia,North America,2.27,Supplier,13725.91,1982-01-13,mswanson@example.net
259,Kelly Barnes,Asia,4.93,Distributor,26957.55,2000-05-18,zhuffman@example.net
260,Joyce Caldwell,North America,2.5,Wholesaler,48081.46,1984-07-15,larrywatson@example.com
261,Isabella Payne,Africa,1.77,Supplier,38255.79,2004-12-16,cannonelizabeth@example.net
262,Debbie Edwards,Europe,2.06,Manufacturer,46424.29,2014-10-22,brianna52@example.net
263,Julie Colon,Asia,4.24,Supplier,48212.47,1973-03-08,paulkirby@example.org
264,Alicia Shaw,Middle East,1.93,Manufacturer,43938.61,1970-04-05,denniswu@example.org
265,Jennifer Watson,Africa,4.34,Manufacturer,44195.4,1980-10-16,lwilliams@example.org
266,Mrs. Robin Kim,North America,4.61,Wholesaler,24747.93,2000-04-11,kevinjohnson@example.org
267,Wayne Miller,Middle East,1.53,Distributor,32126.46,2002-05-03,johnflores@example.com
268,Denise Mitchell,North America,2.65,Manufacturer,30792.08,2001-02-10,joshua77@example.com
269,Raymond Bennett,Africa,3.08,Supplier,48100.23,1995-04-10,curtisrivas@example.com
270,Ricardo Shannon,Middle East,3.18,Distributor,27819.41,1996-10-03,josephoneill@example.com
271,Frank Anderson,Europe,4.07,Wholesaler,48940.54,1976-12-03,phillipsronald@example.net
272,David Thomas,North America,3.31,Manufacturer,18335.18,1985-12-10,stevencunningham@example.com
273,Mrs. Cheryl Coleman,Middle East,1.74,Supplier,17703.16,1974-05-09,zlove@example.net
274,James Mitchell,Asia,3.27,Manufacturer,34454.4,1971-07-10,gordonmaria@example.com
275,Nicholas Fisher,Asia,1.71,Distributor,19814.38,2015-06-05,smendoza@example.com
276,Troy Gibbs,Asia,3.45,Distributor,36723.69,2015-01-05,ihenderson@example.net
277,Tracy Davis,Europe,4.3,Manufacturer,11018.62,1981-08-01,bryan02@example.com
278,Heather Jacobs,Asia,1.28,Supplier,22555.2,1985-01-23,kristygarcia@example.org
279,Paul Conley,Middle East,1.76,Supplier,18451.29,1996-06-11,derek31@example.net
280,Rachel Cantu,Asia,2.22,Supplier,43367.46,1992-12-15,garywilliams@example.com
281,Andrew Turner,Africa,4.86,Distributor,40551.44,1987-04-19,hermancaitlin@example.com
282,Mrs. Nicole Flores,Asia,2.06,Wholesaler,21091.48,1991-04-04,matthew36@example.net
283,Dana Smith,North America,2.23,Manufacturer,45874.45,2017-07-16,ybrown@example.net
284,Charles Curry,North America,1.76,Distributor,17244.71,2008-06-09,clarence96@example.org
285,Gregory Lewis,Africa,4.11,Supplier,41099.08,1981-01-27,jacobdixon@example.net
286,Erin Burke,Asia,3.65,Distributor,44199.82,2013-05-03,casey22@example.com
287,Michael Williams,Middle East,4.05,Supplier,32808.12,1975-04-15,wlong@example.org
288,Brian Pierce,Asia,4.83,Manufacturer,16460.7,1970-12-24,beckerjodi@example.com
289,Brooke Goodwin,Europe,3.41,Distributor,14359.37,1987-11-23,wbell@example.net
290,Diane Hatfield,Middle East,3.33,Manufacturer,45410.6,1999-09-08,michael61@example.org
291,Michael Cervantes,Europe,4.0,Wholesaler,29755.86,1998-10-12,cobbalyssa@example.net
292,Susan Higgins,Middle East,2.96,Supplier,14990.86,2004-04-04,danielle73@example.org
293,James Taylor,Middle East,2.41,Manufacturer,36395.78,1993-11-02,qhudson@example.net
294,Jordan Gonzalez,Europe,4.97,Manufacturer,37373.22,2012-02-08,yvonnejones@example.org
295,Mrs. Michelle Long,Europe,1.97,Manufacturer,37668.0,2025-12-14,anthonyfranklin@example.com
296,Melanie Rogers,Europe,2.73,Manufacturer,45443.54,2024-08-21,andrew00@example.org
297,Mrs. Elizabeth Brooks,Africa,1.05,Distributor,42546.53,2017-02-11,moralessherry@example.org
298,Shelby Snyder DDS,Africa,4.57,Manufacturer,47458.53,1976-05-21,robersonangela@example.com
299,Sheila Garcia,Europe,2.35,Distributor,17874.92,1995-04-11,robertallen@example.com
300,Kyle Valdez,Europe,4.28,Supplier,44239.61,2005-12-13,castanedadawn@example.com
